rowid,brainfield,ENSEMBL,SYMBOL,GENENAME,MAP,ENTREZID,BIOSOURCE_POSITION,GENETYPE,LOCUS,DESCRIPTION,SUMMARY,gene_family
3468,ENSG00000106089,ENSG00000106089,STX1A,syntaxin 1A,7q11.23,6804,7,protein-coding,STX1A,syntaxin 1A,"This gene encodes a member of the syntaxin superfamily. Syntaxins are nervous system-specific proteins implicated in the docking of synaptic vesicles with the presynaptic plasma membrane. Syntaxins possess a single C-terminal transmembrane domain, a SNARE [Soluble NSF (N-ethylmaleimide-sensitive fusion protein)-Attachment protein REceptor] domain (known as H3), and an N-terminal regulatory domain (Habc). Syntaxins bind synaptotagmin in a calcium-dependent fashion and interact with voltage dependent calcium and potassium channels via the C-terminal H3 domain. This gene product is a key molecule in ion channel regulation and synaptic exocytosis. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Sep 2009]",Protein Binding
3292,ENSG00000112592,ENSG00000112592,TBP,TATA-box binding protein,6q27,6908,6,protein-coding,TBP,TATA-box binding protein,"Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes TBP, the TATA-binding protein. A distinctive feature of TBP is a long string of glutamines in the N-terminus. This region of the protein modulates the DNA binding activity of the C terminus, and modulation of DNA binding affects the rate of transcription complex formation and initiation of transcription. The number of CAG repeats encoding the polyglutamine tract is usually 25-42, and expansion of the number of repeats to 45-66 increases the length of the polyglutamine string and is associated with spinocerebellar ataxia 17, a neurodegenerative disorder classified as a polyglutamine disease. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2016]",Protein Binding
11801,ENSG00000092969,ENSG00000092969,TGFB2,transforming growth factor beta 2,1q41,7042,1,protein-coding,TGFB2,transforming growth factor beta 2,"This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate a latency-associated peptide (LAP) and a mature peptide, and is found in either a latent form composed of a mature peptide homodimer, a LAP homodimer, and a latent TGF-beta binding protein, or in an active form consisting solely of the mature peptide homodimer. The mature peptide may also form heterodimers with other TGF-beta family members. Disruption of the TGF-beta/SMAD pathway has been implicated in a variety of human cancers. A chromosomal translocation that includes this gene is associated with Peters' anomaly, a congenital defect of the anterior chamber of the eye. Mutations in this gene may be associated with Loeys-Dietz syndrome. This gene encodes multiple isoforms that may undergo similar proteolytic processing. [provided by RefSeq, Aug 2016]",Protein Binding
4841,ENSG00000166340,ENSG00000166340,TPP1,tripeptidyl peptidase 1,11p15.4,1200,11,protein-coding,TPP1,tripeptidyl peptidase 1,"This gene encodes a member of the sedolisin family of serine proteases. The protease functions in the lysosome to cleave N-terminal tripeptides from substrates, and has weaker endopeptidase activity. It is synthesized as a catalytically-inactive enzyme which is activated and auto-proteolyzed upon acidification. Mutations in this gene result in late-infantile neuronal ceroid lipofuscinosis, which is associated with the failure to degrade specific neuropeptides and a subunit of ATP synthase in the lysosome. [provided by RefSeq, Jul 2008]",Protein Binding
4453,ENSG00000026025,ENSG00000026025,VIM,vimentin,10p13,7431,10,protein-coding,VIM,vimentin,"This gene encodes a type III intermediate filament protein. Intermediate filaments, along with microtubules and actin microfilaments, make up the cytoskeleton. The encoded protein is responsible for maintaining cell shape and integrity of the cytoplasm, and stabilizing cytoskeletal interactions. This protein is involved in neuritogenesis and cholesterol transport and functions as an organizer of a number of other critical proteins involved in cell attachment, migration, and signaling. Bacterial and viral pathogens have been shown to attach to this protein on the host cell surface. Mutations in this gene are associated with congenital cataracts in human patients. [provided by RefSeq, Aug 2017]",Protein Binding
13140,ENSG00000145708,ENSG00000145708,CRHBP,corticotropin releasing hormone binding protein,5q13.3,1393,5,protein-coding,CRHBP,corticotropin releasing hormone binding protein,"Corticotropin-releasing hormone is a potent stimulator of synthesis and secretion of preopiomelanocortin-derived peptides. Although CRH concentrations in the human peripheral circulation are normally low, they increase throughout pregnancy and fall rapidly after parturition. Maternal plasma CRH probably originates from the placenta. Human plasma contains a CRH-binding protein which inactivates CRH and which may prevent inappropriate pituitary-adrenal stimulation in pregnancy. [provided by RefSeq, Jul 2008]",Secreted Protein
10759,ENSG00000050165,ENSG00000050165,DKK3,dickkopf WNT signaling pathway inhibitor 3,11p15.3,27122,11,protein-coding,DKK3,dickkopf WNT signaling pathway inhibitor 3,"This gene encodes a protein that is a member of the dickkopf family. The secreted protein contains two cysteine rich regions and is involved in embryonic development through its interactions with the Wnt signaling pathway. The expression of this gene is decreased in a variety of cancer cell lines and it may function as a tumor suppressor gene. Alternative splicing results in multiple transcript variants encoding the same protein. [provided by RefSeq, Jul 2008]",Secreted Protein
7339,ENSG00000141753,ENSG00000141753,IGFBP4,insulin like growth factor binding protein 4,17q21.2,3487,17,protein-coding,IGFBP4,insulin like growth factor binding protein 4,"This gene is a member of the insulin-like growth factor binding protein (IGFBP) family and encodes a protein with an IGFBP domain and a thyroglobulin type-I domain. The protein binds both insulin-like growth factors (IGFs) I and II and circulates in the plasma in both glycosylated and non-glycosylated forms. Binding of this protein prolongs the half-life of the IGFs and alters their interaction with cell surface receptors. [provided by RefSeq, Jul 2008]",Secreted Protein
10371,ENSG00000075223,ENSG00000075223,SEMA3C,semaphorin 3C,7q21.11,10512,7,protein-coding,SEMA3C,semaphorin 3C,"This gene encodes a secreted glycoprotein that belongs to the semaphorin class 3 family of neuronal guidance cues. The encoded protein contains an N-terminal sema domain, integrin and immunoglobulin-like domains, and a C-terminal basic domain. Homodimerization and proteolytic cleavage of the C-terminal propeptide are necessary for the function of the encoded protein. It binds a neuropilin co-receptor before forming a heterotrimeric complex with an associated plexin. An increase in the expression of this gene correlates with an increase in cancer cell invasion and adhesion. Naturally occurring mutations in this gene are associated with Hirschsprung disease. [provided by RefSeq, May 2017]",Secreted Protein
6625,ENSG00000007516,ENSG00000007516,BAIAP3,BAI1 associated protein 3,16p13.3,8938,16,protein-coding,BAIAP3,BAI1 associated protein 3,"This p53-target gene encodes a brain-specific angiogenesis inhibitor. The protein is a seven-span transmembrane protein and a member of the secretin receptor family. It interacts with the cytoplasmic region of brain-specific angiogenesis inhibitor 1. This protein also contains two C2 domains, which are often found in proteins involved in signal transduction or membrane trafficking. Its expression pattern and similarity to other proteins suggest that it may be involved in synaptic functions. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2010]",Signal Pathway
9018,ENSG00000213923,ENSG00000213923,CSNK1E,casein kinase 1 epsilon,22q13.1,1454,22,protein-coding,CSNK1E,casein kinase 1 epsilon,"The protein encoded by this gene is a serine/threonine protein kinase and a member of the casein kinase I protein family, whose members have been implicated in the control of cytoplasmic and nuclear processes, including DNA replication and repair. The encoded protein is found in the cytoplasm as a monomer and can phosphorylate a variety of proteins, including itself. This protein has been shown to phosphorylate period, a circadian rhythm protein. Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Feb 2014]",Signal Pathway
